x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100
80.537717088124,80.76243472801939,81.00880043163248,81.2780731506653,81.57136501941956,81.88956861594045,82.23326924085339,82.60264128664717,82.9973285115026,83.41630896784085,83.85774699046377,84.31883664542252,84.79564311175241,85.2829516709917,85.77413686791151,86.26106744711605,86.73406515935955,87.1819368593576,87.59209866858231,87.95080740719675,88.24350703669509,88.45528570676792,88.5714219445198,88.57797757593856,88.4623733169232,88.2138668303784,87.82385146678318,87.28591390147473,86.59564375887689,85.75024792155513,84.7480805715437,83.58823811009957,82.27032744874396,80.79447240756353,79.16147603263589,77.37314929918747,75.43262690116764,73.3446904545512,71.11600038930005,68.75528213849847,66.27337962418736,63.68326108186055,61.000019547817615,58.24046865380857,55.42303141838841,52.56729215808071,49.69351500096789,46.82213868317489,43.9734394867178,41.16667904688918,38.41993756516735,35.74956897971462,33.16993233971721,30.69332153269021,28.329477332759414,26.08612744781488,23.967584551133864,21.977677177597524,20.115991207362942,18.384427024311492,16.778206215701598,15.294334520759705,13.928029848749633,12.676314275449124,11.529205529708866,10.483710941291369,9.530673465852237,8.667061321447513,7.887417358866231,7.173595393419631,6.526616602818456,5.9459338943707385,5.437551190359759,4.9663721049806675,4.550456602662132,4.169113515735559,3.823726890100773,3.4964915196464927,3.2666444295574113,3.0666668641949415,2.80293732764484,2.5777567715392564,2.4278209700613393,2.3527195996618273,2.1346527301245968,1.956341875984328,1.8050342474567238,1.830743825117386,2.369370595573989,1.6773346541479874,1.3898470638789018,1.435970299434966,1.2209292008837436,2.0013337568615044,2.708307085776352,1.1380875091102942,1.3427654482031866,-4.141630074125558,0.8903192702599876,-0.4883927030706265
78.57800321474423,78.82921422762386,79.10476111701263,79.40609994287732,79.73453565699354,80.0911437321636,80.47667558280992,80.8914467981091,81.3352080261815,81.80699936421439,82.30499100880795,82.82631489578301,83.3668945822312,83.92128390472764,84.48252812872055,85.04206452548127,85.5896818902711,86.11355976044767,86.6004071172944,87.03571615840197,87.4041383247198,87.68997643566266,87.8777684882528,87.95291672816336,87.90229355819318,87.71474023629528,87.38137424153861,86.89564352712688,86.25312248079373,85.45110560155439,84.48811462429592,83.36347008272038,82.07703871837225,80.62922051397413,79.02110000842814,77.25476226236206,75.33360447346735,73.26265434072435,71.04880174933544,68.70098317330002,66.23023955494916,63.64972184089395,60.97468215740034,58.22209149479035,55.410510928323696,52.55965030260029,49.68989139682269,46.82178347461536,43.97568749298593,41.17096332109074,38.42576948780074,35.75653572502629,33.177688275535665,30.701566648570324,28.33796991240998,26.094640080816777,23.976028679733624,21.98588840755711,20.124005248329247,18.391983981654395,16.785355671053257,15.301075086335052,13.93439605664769,12.682085912428876,11.534601180189366,10.488615753389332,9.535255510764566,8.671162662368614,7.890661745810569,7.177116007094957,6.530680028217678,5.950148580646566,5.440100456895376,4.969029132581506,4.552263070849509,4.171341692720556,3.825530292980416,3.4889506104386485,3.2660319432277545,3.0561679870169502,2.803327254210722,2.58026872445909,2.429460143137595,2.3431868324662366,2.1366435477521017,1.964898428575919,1.808118411452802,1.8325086334030787,2.2792000242957995,1.6787555582995877,1.4134186398132926,1.4451442975774156,1.2392700271429284,2.0010801921183066,1.567013529135866,1.7600730970242173,1.115525124980429,-2.450406384427848,0.546594645722479,-1.290992289737889
76.43964080448683,76.71941252120419,77.02642206500053,77.36233946917554,77.72867938485787,78.1267166993304,78.5573846272472,79.0211542375696,79.51789525920694,80.04671923295052,80.60580786952406,81.19223203618293,81.80176919249278,82.42873082539707,83.06581480783123,83.7040010388281,84.33251139851842,84.93885621373805,85.50898811321672,86.0275792924475,86.47842881033627,86.84499195429427,87.11100409318446,87.2611484242582,87.28169455732153,87.16101981324786,86.88992661590237,86.46169424517255,85.87186102604089,85.1177975247382,84.19818975655818,83.11258643837442,81.86112408710939,80.44449380984562,78.86407930548279,77.12225951382193,75.22271520853904,73.1707408678031,70.97347666266131,68.64009067274864,66.18184006994856,63.612077125645,60.946229560948105,58.201443539052086,55.39643266674672,52.55104722820861,49.68579909201641,46.8213606209227,43.97819080448879,41.17575572686334,38.43230269782839,35.764345052461934,33.18638619440891,30.710814119656778,28.347498935838214,26.10420744957703,23.985502508252708,21.995116421263738,20.13297242184142,18.400472443483014,16.793386296183666,15.308635668803054,13.941508493697695,12.688552029767667,11.540650649635303,10.494139005424014,9.540427995567727,8.675787550040567,7.8945023059109705,7.181031879263951,6.534887244307798,5.954359859908463,5.442877941494427,4.971872964165835,4.554402534187056,4.173697960646369,3.8280096344015417,3.4936854953632723,3.2667333183695133,3.052058072470548,2.8025463009865055,2.5734980759284403,2.4333778460687365,2.336032368475602,2.1379317349659326,1.971695500616239,1.8151968026024108,1.8321859086009777,2.2086047377416476,1.6777039370403544,1.4325382203378565,1.4519275903692195,1.2655001043853102,2.124517923149664,0.38773822150253745,2.44033698225394,0.8678671660650568,-1.39694615862139,0.16124381353358866,-2.1932407367681304
74.11463507630182,74.42502915889203,74.76577797416688,75.13878282189575,75.54578547520927,75.98827742966638,76.46739021603588,76.98376567372463,77.5374060261057,78.12750505068634,78.75226330959678,79.40869356147108,80.09242482988448,80.797517695845,81.51630704086882,82.23929210071884,82.9550964789564,83.65052185103917,84.31071741942156,84.91948162963158,85.45970221492969,85.91392473176381,86.26501873980439,86.49688664120434,86.59513727976213,86.54763189560892,86.3448131654247,85.97975560662701,85.44793447162175,84.74677879127937,83.87513017902212,82.8327650406468,81.62009614035287,80.23811804288378,78.68852978298891,76.97402325527017,75.09858355665502,73.06779326083549,70.88906438955969,68.57181808915087,66.12754825468322,63.569828197433814,60.91428022058516,58.17824363195728,55.38060113533154,52.54135950190356,49.68117497526227,46.820856431719946,43.980975056164816,41.1811132393954,38.439618184254776,35.77309603029986,33.196136853233554,30.72118432209441,28.358188771513305,26.11495226388249,23.99613451923481,22.005481357823186,20.14301683013115,18.410004688769607,16.80240452405274,15.317118391051682,13.94946710094362,12.69581006699381,11.547436856342651,10.500352644876628,9.546244312256485,8.680994043213415,7.898962967020176,7.1854012494098916,6.539336416263083,5.9586818217515365,5.445943715502109,4.974959533447166,4.556890356645281,4.176223537172335,3.8311505219428352,3.4997579215170993,3.267798681025914,3.0495275286043726,2.803556962031413,2.576555165921718,2.4350945959633936,2.3234666398126618,2.143007304266965,1.9774261003101536,1.8246078631289975,1.830651904686898,2.1519279841219965,1.6739269741694591,1.446854546589828,1.4550929985817873,1.2653262980076345,2.1859269293204218,-0.26130920296110355,3.2312110733990025,0.5608460225500764,-0.6608521396427465,-0.3313359136286275,-3.377533701611932
71.59676662219454,71.9397897904598,72.31649566173269,72.72903425055289,73.17939217773647,73.66929522328587,74.20009045101767,74.7726067237081,75.38699346051759,76.04253901542313,76.73747216649085,77.46875295352277,78.23186247277292,79.02060511215352,79.82694081478412,80.64086881840217,81.45038722409777,82.24155375318404,82.99867102005284,83.70461338386284,84.3413009151358,84.8903087331743,85.33357750977537,85.65416561745435,85.83696000958209,85.86924899325938,85.74106468887734,85.44523255986326,84.97713203108108,84.33422461898512,83.5154919198025,82.52093130322707,81.35123503362414,80.00770684248528,78.49237672179927,76.80826889147468,74.959685978938,72.95252714807833,70.79449720053228,68.49528934894681,66.06665643584937,63.52241746658713,60.87840775183261,58.15217507106898,55.362796632448706,52.53044621456527,49.675953446679294,46.82026077792532,43.98406464011945,41.1870946532975,38.44779853389217,35.78289419761663,33.20702663404953,30.73281693093673,28.37017091272107,26.12693770592286,24.008177148456916,22.017117409470224,20.15427872552493,18.42070619098779,16.81252922796039,15.326638448565355,13.958386955457538,12.703974829754394,11.555053545588457,10.507336786802412,9.552761166934735,8.686847613573141,7.904076910050369,7.1902890425739505,6.544138642056425,5.963250066329667,5.449378812592345,4.9783478361152635,4.559743064949306,4.178972548545589,3.8348314407053725,3.507167555781448,3.269248904521492,3.04809911252707,2.8049163786709466,2.5812904497836224,2.4362904154801392,2.318795116541992,2.144574565289833,1.986952175792022,1.809718649150657,1.8281138519456703,2.107693136562341,1.6686039756879598,1.4567063640076183,1.4543729486983827,1.2189284438996177,0.9286592159962372,0.11584222646024984,3.1570938874794763,0.22697343966414416,-0.15968744388606548,-0.8976903364729693,-3.7700588402884074
68.88221440930293,69.25975711596669,69.67451175525196,70.12889432196452,70.6251539949308,71.1652687356756,71.75081887102837,72.3828374113487,73.06163695534114,73.78661469117596,74.55603928920148,75.36682645298517,76.2143135352728,77.09204779906578,77.99160730763224,78.90247753798688,79.81200985237416,80.70548889911657,81.56633362122236,82.37644955813606,83.11673748711469,83.76774475554912,84.31042169621308,84.7269189784222,85.00133784942024,85.12033185306085,85.07346502857564,84.85326328709847,84.45496497545595,83.87603065601138,83.11555761325461,82.17375022456628,81.05157370796914,79.7506475804264,78.27334075578976,76.6230227886687,74.80433985721393,72.82352055050102,70.6885856729128,68.40952663253788,65.99837732104649,63.46921936488427,60.83812909759976,58.12288392779286,55.34276882171697,52.51815098220768,49.67003668310507,46.819538434019364,43.98749487268778,41.19377668343651,38.45695800369825,35.7938715231417,33.219273990803856,30.745850139155255,28.38361636929634,26.140472387493023,24.021555706534663,22.030123737977313,20.16704490470528,18.43269556280284,16.823868770796576,15.337361286054096,13.968559303439214,12.713591794572416,11.56366975332931,10.515102815366797,9.559421153097256,8.69327560476039,7.909015143814316,7.195964096961148,6.54942081090161,5.96820712008471,5.453268733632982,4.98210537801828,4.5629744503334635,4.182010302827356,3.838837875954464,3.5151250279011723,3.2710617439314724,3.0477523002822284,2.806652556739965,2.5867257859714723,2.4373233395283846,2.315863973756147,2.145322602424685,1.9915866903046568,1.8158370156606856,1.8384193344767106,2.073576654666071,1.6615599703276092,1.461986631260564,1.44639732455831,1.710560924445446,1.1590078303819735,0.5645319179693322,2.7875380403531262,0.26041701511538606,0.19250196976923928,-1.5103235857198363,-2.5263908628939378
65.97025915815973,66.38402133496598,66.83870892625814,67.33702054449343,67.88148525370546,68.4743509763761,69.11744929353023,69.81203522642288,70.558601852783,71.35667140356297,72.20456693305317,73.09917186032627,74.03568859648882,75.00741195489238,76.00553775668305,77.01903141950301,78.0345845048821,79.03668807948767,80.00784899680876,80.92896748339149,81.77988065164993,82.54005643061706,83.18939692104254,83.709082392948,84.08236271370623,84.29519016662863,84.33659578863879,84.19874527129961,83.87668156284684,83.36781897493576,82.67133546256173,81.78761847374793,80.71789295884413,79.46409113236678,78.02892557125958,76.41612239065424,74.63068777510962,72.67919865334085,70.57001338165733,68.31344455953082,65.92183033413046,63.40953764079212,60.79290806906184,58.089970099430204,55.320237770772934,52.50429266863662,49.66333620630193,46.81867009740686,43.99129286339276,41.20123055382887,38.46719919714517,35.80615912142272,33.2329934880289,30.760455875162805,28.39869072596272,26.155658382598222,24.036559542268222,22.04478445266058,20.181195161208706,18.44618013810881,16.836629893598758,15.349349171559258,13.979765042111653,12.723832110673444,11.57325916034665,10.523923974688737,9.567704686673872,8.700680513053964,7.915620927399797,7.202096161567569,6.556720277390541,5.975741588852131,5.458802077385721,4.986837378559908,4.5660070513901605,4.186099699920224,3.842969883234172,3.5227299490205186,3.2732031580067305,3.0481645654694467,2.808691055786177,2.5929219812952184,2.4382935673347115,2.3138152375257692,2.1456681384596554,1.9953200194410983,1.8273237614451723,1.8363093111000863,1.9973800929403631,1.6708980495186225,1.4596983379070205,1.3799066168291587,1.5630843807800687,1.2453841546323352,0.8059896007797637,2.3673342913672277,-0.25421818014367514,0.3467490694598086,-2.0202128398661205,-1.62375736615561
62.86405363065886,63.31545695253274,63.81165790270466,64.35565318339987,64.95026812751345,65.59803787491225,66.30106321109976,67.06083957499771,67.87805909499272,68.75238742423812,69.6822196998576,70.66442348787666,71.69408072219005,72.76424545358697,73.86573926073771,74.98701082708425,76.11408953721734,77.23066378448424,78.3183115930717,79.35690271977901,80.32517652549328,81.20147834514911,81.96461007340744,82.59472163796936,83.07414505323487,83.38806042227482,83.52489300661803,83.47637732873334,83.23729415725217,82.80495318227746,82.17856504317147,81.35866428449677,80.34671193029085,79.14494093769234,77.75640544087314,76.18519429183145,74.43668600235299,72.51782285366451,70.43732093721694,68.2058364771954,65.83603523465713,63.3425931627935,60.74214213512832,58.052984488935735,55.29488656892575,52.48866662669852,49.655742197330575,46.817623615285164,43.995489537344874,41.20953779330275,38.47864276111347,35.81990706754652,33.248353886054225,30.776819438549612,28.415586696496547,26.17269015937899,24.0533916047819,22.06123387030209,20.197061128700433,18.46131288181856,16.850951763478104,15.36280176041752,13.99233100990975,12.735347239518797,11.584023336766064,10.533832359367711,9.57698542641793,8.70899868182003,7.923113095310055,7.208967569808904,6.563084474413253,5.981586421487682,5.4635520027381235,4.99148118628986,4.570175016968308,4.189832899335979,3.8409151309302767,3.5225589890163578,3.2743514133182625,3.048981657695149,2.810938017624817,2.5989213372218214,2.4393942573127565,2.312872204908239,2.146017717695412,1.998594248427952,1.8423905667119502,1.8322327512025423,1.974598994967722,1.6627376472223314,1.4783034884096546,1.5607019775712467,1.5229126777724513,1.2926435180079674,0.9567923439108892,2.093116843418921,-0.48581740385838,0.5976362369783841,-1.5394569303903811,-0.9545087822405245
59.571430592457816,60.06151777610438,60.600398103681044,61.191380049778594,61.83760015464493,62.541896967727574,63.3066579160591,64.13363752162897,65.02374677476801,65.97681542653591,66.99133202255167,68.06416983312165,69.19031155995856,70.36259071717267,71.57147296170466,72.80490558613667,74.04826691290825,75.28444814631501,76.49409683726039,77.65604199466442,78.74790492539371,79.74687692937628,80.63061646982067,81.37818815359043,81.97094031875031,82.39320615125362,82.63272447547996,82.68071569644599,82.53161820050474,82.18256319552376,81.63273061501758,80.88275154949936,79.93428660450047,78.78984616970936,77.45281505649125,75.92764424989034,74.22009105002303,72.33747726868512,70.28889453591137,68.08536360460333,65.73990105587492,63.267517345287864,60.68515625751089,58.0114222383951,55.26635720422015,52.47104013782557,49.64712739475439,46.81635883258185,44.00011624118566,41.21878677199276,38.49142144455604,35.83528130891589,33.26554463889208,30.795146347271697,28.434519261101034,26.191788581816063,24.07227093354395,22.079687431208,20.214847642670403,18.478292947684373,16.867023094607774,15.377896992792957,14.00642462188881,12.748308414392525,11.596107449056872,10.54495874481407,9.587356468718477,8.7183354292195,7.9315754760852935,7.216677962974795,6.570143933091074,5.988021588246325,5.468945961833692,4.996661863666499,4.574874135395691,4.193983487918859,3.846897051422107,3.5273210247393907,3.2772588747962694,3.0434703820681417,2.8107340931602223,2.582503037668344,2.4408901737738495,2.3124290157142857,2.1465273086113927,2.001558627239483,1.8564332095772493,1.8272659832594476,1.9633902757471327,1.6515001019376159,1.4217820541183117,1.5396823438545084,1.506332062985302,1.322764113555659,1.0570180121552613,1.9045694325436322,-0.04290226249788488,0.7651637666317861,-0.7927630898898168,-0.6328207805112156
56.10570540227463,56.63502806463802,57.217216193695734,57.85590119712049,58.55454357940227,59.31629983152047,60.14386051205522,61.03925781084074,62.003642341635725,63.0370310724919,64.13803131424785,65.30354945370861,66.52849812454122,67.80552066315664,69.12475752039698,70.4736845212524,71.83705656140192,73.19699115804043,74.53322259815647,75.8235476781048,77.04446706710058,78.17200205294274,79.1826364970754,80.05430234988783,80.76730098044091,81.30504107241717,81.65448635571877,81.80624812219392,81.75432620832062,81.49558224110677,81.02908411933028,80.35549168950777,79.47661269578798,78.39519832871137,77.11494167101253,75.64064582030657,73.97844746180414,72.13605586651683,70.12295271242662,67.95054266017003,65.63221472289345,63.18333881213989,60.6211948300313,57.96471562555229,55.23424529786891,52.45114798342829,49.63734551795909,46.81482801014244,44.00520323924499,41.229071425632306,38.50567847126864,35.852463439275795,33.28477029466468,30.8156657002392,28.455726106810644,26.213182321417957,24.09345524067939,22.100373624163478,20.23481218149605,18.497338599518518,16.885051312270555,15.394840068735727,14.022258044322507,12.762936251953613,11.6096713712918,10.557452659631378,9.5989495223483,8.728814639384069,7.94111684632954,7.225333414753409,6.578009217434015,5.995159278812123,5.475100644585576,5.002460494793087,4.58014070792118,4.1986420276868355,3.8531122205875628,3.531977269789981,3.2805935785179035,3.0458097733201375,2.8139827573989886,2.5913805098765743,2.448133960656533,2.3035675437773424,2.1476066683282706,2.004552234482459,1.8698066599348955,1.8231504925789759,1.9632333683640455,1.637770989576899,1.658826413867542,1.51670461411383,1.485411616879226,1.3439488647279787,1.1275068420938468,1.7716656368814019,0.27066914381121165,0.8841982564025288,-0.28346830730704325,-0.1439283043068367
